-6.7700847983360291e-02,3.2207541167736053e-02
1.2915182113647461e-01,-1.4311827719211578e-01
-1.6983790323138237e-02,2.0701961591839790e-02
-1.4775056391954422e-02,4.1080219671130180e-03
-2.9609486460685730e-02,4.1832521557807922e-02
-3.3121917396783829e-02,2.0723110064864159e-02
3.0527636408805847e-02,4.2045861482620239e-02
-7.7879647724330425e-03,6.7583615891635418e-03
3.3102990128099918e-03,-4.0174275636672974e-03
-2.1888216957449913e-02,1.2736126780509949e-01
-2.0571994781494141e-01,-1.9151474535465240e-01
2.1310293674468994e-01,-8.6317092180252075e-02
4.3126717209815979e-02,9.0378768742084503e-02
-7.0255741477012634e-02,-1.0782472789287567e-01
-6.6026374697685242e-02,-1.7255840823054314e-02
-4.8059172928333282e-02,-1.0406488552689552e-02
-1.2230518460273743e-01,2.3989073932170868e-01
-5.4199284315109253e-01,-3.8331180810928345e-01
1.0099029541015625e-01,-4.7703675925731659e-02
-8.3048820495605469e-02,-1.3354933261871338e-01
-2.1983822807669640e-02,-1.1644992232322693e-01
7.2361670434474945e-02,1.8458507955074310e-01
1.2718434631824493e-01,-5.1171012222766876e-02
-2.3043349385261536e-02,3.7472002208232880e-02
3.7929181009531021e-02,1.1205014586448669e-01
4.1726201772689819e-01,2.8843924403190613e-01
4.1621854901313782e-01,2.3437131941318512e-01
2.1809597313404083e-01,1.2033461779356003e-01
1.9899357110261917e-02,3.4464467316865921e-02
-3.2265207171440125e-01,-6.4414936304092407e-01
1.3680288195610046e-01,1.8831118941307068e-01
-7.5974442064762115e-02,2.2220846265554428e-02
