T
H2
H
O
O2
OH
H2O
HO2
H2O2
CH
CH2
CH2*
CH3
CH4
CO
CO2
HCO
CH2O
CH3O
C2H2
H2CC
C2H3
C2H4
C2H5
C2H6
HCCO
CH2CO
CH2CHO
CH3CHO
aC3H5
C3H6
nC3H7
N2
